ticker,entry_date,horizon,short_return_pct,is_win,hit_tp,hit_sl,hit_profit_exit,atr_pct
TATASTEEL.NS,2026-04-21,Swing_5d,0.1804,True,False,False,False,2.0
BHARATFORG.NS,2026-04-21,Swing_3d,0.735,True,False,False,False,2.0
BHARATFORG.NS,2026-04-21,Swing_5d,0.66,True,False,False,False,2.0
BHARATFORG.NS,2026-04-21,Swing_10d,0.36,True,False,False,False,2.0
FEDERALBNK.NS,2026-04-21,Swing_5d,0.2222,True,False,False,False,2.0
GUJGASLTD.NS,2026-04-21,Swing_10d,0.0468,True,False,False,False,2.0
INDHOTEL.NS,2026-04-21,Swing_3d,0.266,True,False,False,False,2.0
INDHOTEL.NS,2026-04-21,Swing_5d,0.2376,True,False,False,False,2.0
INDHOTEL.NS,2026-04-21,Swing_10d,0.1296,True,False,False,False,2.0
MPHASIS.NS,2026-04-21,Swing_3d,0.735,True,False,False,False,2.0
NATCOPHARM.NS,2026-04-21,BTST_1d,1.5,True,False,False,True,2.0
NATCOPHARM.NS,2026-04-21,Swing_5d,0.396,True,False,False,False,2.0
NATCOPHARM.NS,2026-04-21,Swing_10d,0.216,True,False,False,False,2.0
RAJESHEXPO.NS,2026-04-21,BTST_1d,1.5,True,False,False,True,2.0
RAJESHEXPO.NS,2026-04-21,Swing_3d,1.225,True,False,False,False,2.0
STARHEALTH.NS,2026-04-21,Swing_3d,0.441,True,False,False,False,2.0
STARHEALTH.NS,2026-04-21,Swing_5d,0.396,True,False,False,False,2.0
STARHEALTH.NS,2026-04-21,Swing_10d,0.216,True,False,False,False,2.0
NAM-INDIA.NS,2026-04-21,Swing_3d,0.266,True,False,False,False,2.0
NAM-INDIA.NS,2026-04-21,Swing_10d,0.1296,True,False,False,False,2.0
RAJESHEXPO.NS,2026-04-21,Swing_10d,-1.2,False,False,False,False,2.0
TATACOMM.NS,2026-04-21,Swing_3d,-2.2,False,False,True,False,2.0
SUNPHARMA.NS,2026-04-20,BTST_1d,0.08,True,False,False,False,2.0
KALYANKJIL.NS,2026-04-20,BTST_1d,0.55,True,False,False,False,2.0
SUNPHARMA.NS,2026-04-20,Swing_3d,-0.4445,False,False,False,False,2.0
BANKINDIA.NS,2026-04-20,BTST_1d,-1.35,False,False,False,False,2.0
BANKINDIA.NS,2026-04-20,Swing_3d,-0.8505,False,False,False,False,2.0
BHEL.NS,2026-04-20,BTST_1d,-0.32,False,False,False,False,2.0
BHEL.NS,2026-04-20,Swing_3d,-0.4235,False,False,False,False,2.0
GODREJPROP.NS,2026-04-20,Swing_3d,-1.2215,False,False,False,False,2.0
GODREJPROP.NS,2026-04-20,Swing_5d,-0.8888,False,False,False,False,2.0
NAVINFLUOR.NS,2026-04-20,BTST_1d,-0.56,False,False,False,False,2.0
RBLBANK.NS,2026-04-20,BTST_1d,-1.52,False,False,False,False,2.0
SUNPHARMA.NS,2026-04-20,Swing_10d,0.1296,True,False,False,False,2.0
BANKINDIA.NS,2026-04-20,Swing_5d,0.0066,True,False,False,False,2.0
BHEL.NS,2026-04-20,Swing_5d,0.396,True,False,False,False,2.0
BHEL.NS,2026-04-20,Swing_10d,0.216,True,False,False,False,2.0
KALYANKJIL.NS,2026-04-20,Swing_3d,0.441,True,False,False,False,2.0
KALYANKJIL.NS,2026-04-20,Swing_10d,0.216,True,False,False,False,2.0
MFSL.NS,2026-04-20,Swing_3d,0.441,True,False,False,False,2.0
MFSL.NS,2026-04-20,Swing_10d,0.1296,True,False,False,False,2.0
RAIN.NS,2026-04-20,Swing_3d,0.735,True,False,False,False,2.0
RAIN.NS,2026-04-20,Swing_5d,0.66,True,False,False,False,2.0
RAIN.NS,2026-04-20,Swing_10d,0.36,True,False,False,False,2.0
RBLBANK.NS,2026-04-20,Swing_5d,0.3806,True,False,False,False,2.0
GODREJPROP.NS,2026-04-20,BTST_1d,-2.2,False,False,True,False,2.0
GODREJPROP.NS,2026-04-20,Swing_10d,-1.2,False,False,False,False,2.0
TATACONSUM.NS,2026-04-16,Swing_3d,-0.966,False,False,False,False,2.0
BEL.NS,2026-04-16,BTST_1d,-1.25,False,False,False,False,2.0
BEL.NS,2026-04-16,Swing_3d,-0.077,False,False,False,False,2.0
RECLTD.NS,2026-04-16,BTST_1d,-0.85,False,False,False,False,2.0
RECLTD.NS,2026-04-16,Swing_3d,-1.54,False,False,False,False,2.0
RECLTD.NS,2026-04-16,Swing_5d,-0.8492,False,False,False,False,2.0
TATACONSUM.NS,2026-04-16,Swing_10d,0.0432,True,False,False,False,2.0
BEL.NS,2026-04-16,Swing_5d,0.2376,True,False,False,False,2.0
RAJESHEXPO.NS,2026-04-16,BTST_1d,1.5,True,False,False,True,2.0
RAJESHEXPO.NS,2026-04-16,Swing_3d,0.735,True,False,False,False,2.0
RAJESHEXPO.NS,2026-04-16,Swing_5d,0.66,True,False,False,False,2.0
RAJESHEXPO.NS,2026-04-16,Swing_10d,0.36,True,False,False,False,2.0
JKCEMENT.NS,2026-04-16,Swing_3d,-2.2,False,False,True,False,2.0
JKCEMENT.NS,2026-04-16,Swing_10d,-1.2,False,False,False,False,2.0
SUMICHEM.NS,2026-04-13,Swing_3d,-0.903,False,False,False,False,2.0
SUMICHEM.NS,2026-04-13,Swing_5d,-1.0076,False,False,False,False,2.0
SUMICHEM.NS,2026-04-13,Swing_10d,-0.534,False,False,False,False,2.0
UBL.NS,2026-04-13,BTST_1d,-1.02,False,False,False,False,2.0
VEDL.NS,2026-04-13,Swing_5d,-0.7854,False,False,False,False,2.0
IPCALAB.NS,2026-04-13,Swing_5d,0.143,True,False,False,False,2.0
UBL.NS,2026-04-13,Swing_3d,0.1575,True,False,False,False,2.0
UBL.NS,2026-04-13,Swing_5d,0.0858,True,False,False,False,2.0
UBL.NS,2026-04-13,Swing_10d,0.0468,True,False,False,False,2.0
IRFC.NS,2026-04-10,Swing_5d,0.66,True,False,False,False,2.0
DEVYANI.NS,2026-03-30,BTST_1d,0.46,True,False,False,False,2.0
GILLETTE.NS,2026-03-30,BTST_1d,0.09,True,False,False,False,2.0
TRIDENT.NS,2026-03-30,BTST_1d,0.79,True,False,False,False,2.0
OBEROIRLTY.NS,2026-03-30,BTST_1d,-0.12,False,False,False,False,2.0
GILLETTE.NS,2026-03-30,Swing_3d,-1.0955,False,False,False,False,2.0
ZEEL.NS,2026-03-30,Swing_5d,-1.4762,False,False,False,False,2.0
LICI.NS,2026-03-30,Swing_5d,0.0814,True,False,False,False,2.0
BALKRISIND.NS,2026-03-30,Swing_3d,0.266,True,False,False,False,2.0
UNITDSPR.NS,2026-03-30,Swing_3d,0.266,True,False,False,False,2.0
VOLTAS.NS,2026-03-30,Swing_5d,0.2376,True,False,False,False,2.0
ZYDUSLIFE.NS,2026-03-30,Swing_5d,0.1914,True,False,False,False,2.0
OBEROIRLTY.NS,2026-03-30,Swing_3d,-2.2,False,False,True,False,2.0
OBEROIRLTY.NS,2026-03-30,Swing_5d,-2.2,False,False,True,False,2.0
ANGELONE.NS,2026-03-30,Swing_5d,-2.2,False,False,True,False,2.0
TATATECH.NS,2026-03-30,Swing_5d,-2.2,False,False,True,False,2.0
TRIDENT.NS,2026-03-30,Swing_3d,-2.2,False,False,True,False,2.0
SUNPHARMA.NS,2026-03-24,BTST_1d,-2.2,False,False,True,False,2.0
ADANIENT.NS,2026-03-24,Swing_3d,-0.651,False,False,False,False,2.0
KIMS.NS,2026-03-24,BTST_1d,-1.07,False,False,False,False,2.0
KIMS.NS,2026-03-24,Swing_3d,-0.329,False,False,False,False,2.0
ADANIENT.NS,2026-03-24,BTST_1d,-2.2,False,False,True,False,2.0
HINDUNILVR.NS,2026-03-23,BTST_1d,-1.45,False,False,False,False,2.0
TATACONSUM.NS,2026-03-23,BTST_1d,-1.5,False,False,False,False,2.0
KPITTECH.NS,2026-03-23,BTST_1d,-2.2,False,False,True,False,2.0
JIOFIN.NS,2026-02-26,BTST_1d,0.99,True,False,False,False,2.0
PIDILITIND.NS,2026-02-26,BTST_1d,0.43,True,False,False,False,2.0
BANKINDIA.NS,2026-02-26,BTST_1d,0.53,True,False,False,False,2.0
BATAINDIA.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
GILLETTE.NS,2026-02-26,BTST_1d,0.95,True,False,False,False,2.0
JSWENERGY.NS,2026-02-26,BTST_1d,1.41,True,False,False,False,2.0
PGHH.NS,2026-02-26,BTST_1d,0.86,True,False,False,False,2.0
INTELLECT.NS,2026-02-26,BTST_1d,-1.08,False,False,False,False,2.0
METROBRAND.NS,2026-02-26,BTST_1d,-1.7,False,False,False,False,2.0
TATATECH.NS,2026-02-26,BTST_1d,-0.12,False,False,False,False,2.0
UPL.NS,2026-02-26,BTST_1d,-1.66,False,False,False,False,2.0
VOLTAS.NS,2026-02-26,BTST_1d,-1.7,False,False,False,False,2.0
BAJFINANCE.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
BAJFINANCE.NS,2026-02-26,Swing_3d,0.8715,True,False,False,False,2.0
AMBUJACEM.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
AMBUJACEM.NS,2026-02-26,Swing_3d,0.8645,True,False,False,False,2.0
IRCTC.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
IRCTC.NS,2026-02-26,Swing_3d,1.085,True,False,False,False,2.0
IRCTC.NS,2026-02-26,Swing_5d,0.8514,True,False,False,False,2.0
IRCTC.NS,2026-02-26,Swing_10d,0.558,True,False,False,False,2.0
LICI.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
LICI.NS,2026-02-26,Swing_3d,0.8015,True,False,False,False,2.0
LICI.NS,2026-02-26,Swing_5d,0.6292,True,False,False,False,2.0
LICI.NS,2026-02-26,Swing_10d,0.4128,True,False,False,False,2.0
JUBLFOOD.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
ABFRL.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
ABFRL.NS,2026-02-26,Swing_3d,1.225,True,False,False,False,2.0
EMAMILTD.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
EMAMILTD.NS,2026-02-26,Swing_3d,0.861,True,False,False,False,2.0
EMAMILTD.NS,2026-02-26,Swing_5d,0.6754,True,False,False,False,2.0
MARICO.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
MARICO.NS,2026-02-26,Swing_3d,0.7035,True,False,False,False,2.0
MARICO.NS,2026-02-26,Swing_5d,0.5522,True,False,False,False,2.0
SYNGENE.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
SYNGENE.NS,2026-02-26,Swing_3d,1.0885,True,False,False,False,2.0
SYNGENE.NS,2026-02-26,Swing_5d,0.8536,True,False,False,False,2.0
TATAELXSI.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
TATAELXSI.NS,2026-02-26,Swing_3d,1.225,True,False,False,False,2.0
YESBANK.NS,2026-02-26,BTST_1d,1.5,True,False,False,True,2.0
YESBANK.NS,2026-02-26,Swing_3d,0.679,True,False,False,False,2.0
BOSCHLTD.NS,2026-02-25,BTST_1d,0.86,True,False,False,False,2.0
INDIGO.NS,2026-02-25,BTST_1d,0.44,True,False,False,False,2.0
COFORGE.NS,2026-02-25,BTST_1d,0.55,True,False,False,False,2.0
COROMANDEL.NS,2026-02-25,BTST_1d,0.13,True,False,False,False,2.0
CROMPTON.NS,2026-02-25,BTST_1d,0.59,True,False,False,False,2.0
CUB.NS,2026-02-25,BTST_1d,0.6,True,False,False,False,2.0
WHIRLPOOL.NS,2026-02-25,BTST_1d,0.14,True,False,False,False,2.0
SUNTECK.NS,2026-02-25,BTST_1d,0.27,True,False,False,False,2.0
TCS.NS,2026-02-25,BTST_1d,-0.37,False,False,False,False,2.0
HCLTECH.NS,2026-02-25,BTST_1d,-0.79,False,False,False,False,2.0
HDFCLIFE.NS,2026-02-25,BTST_1d,-0.49,False,False,False,False,2.0
LUPIN.NS,2026-02-25,BTST_1d,-1.75,False,False,False,False,2.0
MAXHEALTH.NS,2026-02-25,BTST_1d,-1.52,False,False,False,False,2.0
NAUKRI.NS,2026-02-25,BTST_1d,-0.95,False,False,False,False,2.0
PIDILITIND.NS,2026-02-25,BTST_1d,-0.1,False,False,False,False,2.0
SRF.NS,2026-02-25,BTST_1d,-1.32,False,False,False,False,2.0
CESC.NS,2026-02-25,BTST_1d,-0.64,False,False,False,False,2.0
IIFL.NS,2026-02-25,BTST_1d,-0.74,False,False,False,False,2.0
KPITTECH.NS,2026-02-25,BTST_1d,-0.8,False,False,False,False,2.0
MPHASIS.NS,2026-02-25,BTST_1d,-0.92,False,False,False,False,2.0
PERSISTENT.NS,2026-02-25,BTST_1d,-1.51,False,False,False,False,2.0
RAIN.NS,2026-02-25,BTST_1d,-2.2,False,False,True,False,2.0
STARHEALTH.NS,2026-02-25,BTST_1d,-1.58,False,False,False,False,2.0
TATACHEM.NS,2026-02-25,BTST_1d,-1.15,False,False,False,False,2.0
TATAELXSI.NS,2026-02-25,BTST_1d,-0.86,False,False,False,False,2.0
TATATECH.NS,2026-02-25,BTST_1d,-0.77,False,False,False,False,2.0
UPL.NS,2026-02-25,BTST_1d,-0.85,False,False,False,False,2.0
CDSL.NS,2026-02-25,BTST_1d,1.5,True,False,False,True,2.0
CDSL.NS,2026-02-25,Swing_3d,1.225,True,False,False,False,2.0
CDSL.NS,2026-02-25,Swing_10d,0.6,True,False,False,False,2.0
COFORGE.NS,2026-02-25,Swing_3d,1.225,True,False,False,False,2.0
COROMANDEL.NS,2026-02-25,Swing_3d,1.008,True,False,False,False,2.0
COROMANDEL.NS,2026-02-25,Swing_5d,0.792,True,False,False,False,2.0
CROMPTON.NS,2026-02-25,Swing_3d,1.225,True,False,False,False,2.0
CUB.NS,2026-02-25,Swing_3d,1.225,True,False,False,False,2.0
ALKEM.NS,2026-02-25,BTST_1d,-2.2,False,False,True,False,2.0
TATACONSUM.NS,2026-02-24,BTST_1d,0.66,True,False,False,False,2.0
HINDUNILVR.NS,2026-02-24,BTST_1d,-0.65,False,False,False,False,2.0
NESTLEIND.NS,2026-02-24,BTST_1d,-0.17,False,False,False,False,2.0
JSWSTEEL.NS,2026-02-24,BTST_1d,-1.52,False,False,False,False,2.0
TATACONSUM.NS,2026-02-24,Swing_3d,0.7175,True,False,False,False,2.0
PERSISTENT.NS,2026-02-24,BTST_1d,-2.2,False,False,True,False,2.0
