ticker,entry_date,horizon,status,sentiment_score,sentiment_bucket,pnl_pct,sizing_multiplier,adjusted_pnl,is_win
HAVELLS.NS,2026-04-28,Swing_3d,LOST,68,YELLOW_ALERT,-1.26,0.85,-1.071,False
GLAXO.NS,2026-04-28,BTST_1d,LOST,68,YELLOW_ALERT,-2.5,0.85,-2.125,False
OIL.NS,2026-04-28,Swing_5d,LOST,68,YELLOW_ALERT,-2.3,0.85,-1.955,False
LT.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-1.0,0.85,-0.85,False
JSWSTEEL.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-0.98,0.85,-0.833,False
DIVISLAB.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-0.19,0.85,-0.1615,False
CIPLA.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-1.13,0.85,-0.9605,False
DLF.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-1.69,0.85,-1.4365,False
LUPIN.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-0.94,0.85,-0.799,False
ASTRAL.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-0.94,0.85,-0.799,False
BALKRISIND.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-1.34,0.85,-1.139,False
KIMS.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-1.92,0.85,-1.632,False
SUPREMEIND.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-1.96,0.85,-1.666,False
POONAWALLA.NS,2026-04-27,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-1.62,0.85,-1.377,False
AUROPHARMA.NS,2026-04-27,BTST_1d,EXPIRED_WIN,56,YELLOW_ALERT,0.51,0.85,0.4335,True
LTIM.NS,2026-04-27,BTST_1d,EXPIRED_WIN,56,YELLOW_ALERT,1.49,0.85,1.2665,True
OFSS.NS,2026-04-27,BTST_1d,EXPIRED_WIN,56,YELLOW_ALERT,2.13,0.85,1.8105,True
PFC.NS,2026-04-27,BTST_1d,EXPIRED_WIN,56,YELLOW_ALERT,0.36,0.85,0.306,True
BHEL.NS,2026-04-27,BTST_1d,EXPIRED_WIN,56,YELLOW_ALERT,0.56,0.85,0.476,True
DIXON.NS,2026-04-27,Swing_5d,EXPIRED_WIN,56,YELLOW_ALERT,1.54,0.85,1.309,True
ASIANPAINT.NS,2026-04-27,Swing_3d,LOST,56,YELLOW_ALERT,-1.23,0.85,-1.0455,False
BAJAJFINSV.NS,2026-04-27,Swing_3d,LOST,56,YELLOW_ALERT,-0.7,0.85,-0.595,False
CIPLA.NS,2026-04-27,Swing_5d,LOST,56,YELLOW_ALERT,-0.87,0.85,-0.7395,False
DLF.NS,2026-04-27,Swing_5d,LOST,56,YELLOW_ALERT,-1.8,0.85,-1.53,False
GAIL.NS,2026-04-27,Swing_5d,LOST,56,YELLOW_ALERT,-1.08,0.85,-0.918,False
PFC.NS,2026-04-27,Swing_5d,LOST,56,YELLOW_ALERT,-1.8,0.85,-1.53,False
SRF.NS,2026-04-27,Swing_5d,LOST,56,YELLOW_ALERT,-0.88,0.85,-0.748,False
CYIENT.NS,2026-04-27,Swing_3d,LOST,56,YELLOW_ALERT,-2.1,0.85,-1.785,False
INDUSTOWER.NS,2026-04-27,Swing_5d,LOST,56,YELLOW_ALERT,-0.56,0.85,-0.476,False
KIMS.NS,2026-04-27,Swing_5d,LOST,56,YELLOW_ALERT,-1.8,0.85,-1.53,False
MRF.NS,2026-04-27,Swing_3d,LOST,56,YELLOW_ALERT,-1.07,0.85,-0.9095,False
SUPREMEIND.NS,2026-04-27,Swing_5d,LOST,56,YELLOW_ALERT,-1.8,0.85,-1.53,False
BHEL.NS,2026-04-27,Swing_5d,WON,56,YELLOW_ALERT,10.0,0.85,8.5,True
DIXON.NS,2026-04-27,BTST_1d,WON,56,YELLOW_ALERT,3.75,0.85,3.1875,True
GLENMARK.NS,2026-04-27,BTST_1d,WON,56,YELLOW_ALERT,3.75,0.85,3.1875,True
HCLTECH.NS,2026-04-24,Swing_3d,EXPIRED_LOSS,48,YELLOW_ALERT,-0.06,0.85,-0.051,False
HDFCBANK.NS,2026-04-24,BTST_1d,EXPIRED_WIN,48,YELLOW_ALERT,0.71,0.85,0.6035,True
HDFCBANK.NS,2026-04-24,Swing_3d,EXPIRED_WIN,48,YELLOW_ALERT,0.01,0.85,0.0085,True
M&M.NS,2026-04-24,Swing_5d,EXPIRED_WIN,48,YELLOW_ALERT,2.87,0.85,2.4395,True
HEROMOTOCO.NS,2026-04-24,Swing_3d,EXPIRED_WIN,48,YELLOW_ALERT,2.79,0.85,2.3715,True
HDFCLIFE.NS,2026-04-24,Swing_3d,EXPIRED_WIN,48,YELLOW_ALERT,1.87,0.85,1.5895,True
BAJAJ-AUTO.NS,2026-04-24,BTST_1d,EXPIRED_WIN,48,YELLOW_ALERT,0.98,0.85,0.833,True
LICI.NS,2026-04-24,BTST_1d,EXPIRED_WIN,48,YELLOW_ALERT,1.74,0.85,1.479,True
MRF.NS,2026-04-24,BTST_1d,EXPIRED_WIN,48,YELLOW_ALERT,0.14,0.85,0.119,True
TVSMOTOR.NS,2026-04-24,BTST_1d,EXPIRED_WIN,48,YELLOW_ALERT,0.49,0.85,0.4165,True
SBILIFE.NS,2026-04-24,Swing_3d,LOST,48,YELLOW_ALERT,-0.76,0.85,-0.646,False
SBILIFE.NS,2026-04-24,Swing_5d,LOST,48,YELLOW_ALERT,-1.01,0.85,-0.8585,False
SBICARD.NS,2026-04-24,Swing_5d,LOST,48,YELLOW_ALERT,-1.59,0.85,-1.3515,False
IIFL.NS,2026-04-24,Swing_3d,LOST,48,YELLOW_ALERT,-1.26,0.85,-1.071,False
TATAELXSI.NS,2026-04-24,Swing_3d,LOST,48,YELLOW_ALERT,-1.26,0.85,-1.071,False
COFORGE.NS,2026-04-24,BTST_1d,WON,48,YELLOW_ALERT,3.75,0.85,3.1875,True
MPHASIS.NS,2026-04-24,BTST_1d,WON,48,YELLOW_ALERT,3.75,0.85,3.1875,True
RATNAMANI.NS,2026-04-24,BTST_1d,WON,48,YELLOW_ALERT,3.75,0.85,3.1875,True
POWERGRID.NS,2026-04-23,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-1.13,0.85,-0.9605,False
IRFC.NS,2026-04-23,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-1.21,0.85,-1.0285,False
IRFC.NS,2026-04-23,Swing_3d,EXPIRED_LOSS,56,YELLOW_ALERT,-0.8,0.85,-0.68,False
INDHOTEL.NS,2026-04-23,BTST_1d,EXPIRED_LOSS,56,YELLOW_ALERT,-0.38,0.85,-0.323,False
BAJFINANCE.NS,2026-04-23,BTST_1d,EXPIRED_WIN,56,YELLOW_ALERT,0.49,0.85,0.4165,True
NESTLEIND.NS,2026-04-23,BTST_1d,EXPIRED_WIN,56,YELLOW_ALERT,1.35,0.85,1.1475,True
DIVISLAB.NS,2026-04-23,BTST_1d,EXPIRED_WIN,56,YELLOW_ALERT,0.1,0.85,0.085,True
COLPAL.NS,2026-04-23,Swing_3d,EXPIRED_WIN,56,YELLOW_ALERT,0.32,0.85,0.272,True
AUBANK.NS,2026-04-23,BTST_1d,EXPIRED_WIN,56,YELLOW_ALERT,0.64,0.85,0.544,True
BAJFINANCE.NS,2026-04-23,Swing_3d,LOST,56,YELLOW_ALERT,-0.45,0.85,-0.3825,False
BAJFINANCE.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-0.38,0.85,-0.323,False
BAJFINANCE.NS,2026-04-23,Swing_10d,LOST,56,YELLOW_ALERT,-0.39,0.85,-0.3315,False
POWERGRID.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-1.16,0.85,-0.986,False
BAJAJFINSV.NS,2026-04-23,BTST_1d,LOST,56,YELLOW_ALERT,-0.9,0.85,-0.765,False
BAJAJFINSV.NS,2026-04-23,Swing_3d,LOST,56,YELLOW_ALERT,-0.71,0.85,-0.6035,False
BAJAJFINSV.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-0.89,0.85,-0.7565,False
BAJAJFINSV.NS,2026-04-23,Swing_10d,LOST,56,YELLOW_ALERT,-1.07,0.85,-0.9095,False
NESTLEIND.NS,2026-04-23,Swing_10d,LOST,56,YELLOW_ALERT,-0.23,0.85,-0.1955,False
DIVISLAB.NS,2026-04-23,Swing_10d,LOST,56,YELLOW_ALERT,-1.08,0.85,-0.918,False
BANKBARODA.NS,2026-04-23,BTST_1d,LOST,56,YELLOW_ALERT,-0.9,0.85,-0.765,False
BANKBARODA.NS,2026-04-23,Swing_3d,LOST,56,YELLOW_ALERT,-1.19,0.85,-1.0115,False
BANKBARODA.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-1.49,0.85,-1.2665,False
BANKBARODA.NS,2026-04-23,Swing_10d,LOST,56,YELLOW_ALERT,-1.79,0.85,-1.5215,False
IRFC.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-1.68,0.85,-1.428,False
IRFC.NS,2026-04-23,Swing_10d,LOST,56,YELLOW_ALERT,-1.79,0.85,-1.5215,False
AUBANK.NS,2026-04-23,Swing_10d,LOST,56,YELLOW_ALERT,-0.65,0.85,-0.5525,False
IEX.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-1.08,0.85,-0.918,False
INDHOTEL.NS,2026-04-23,Swing_3d,LOST,56,YELLOW_ALERT,-0.76,0.85,-0.646,False
INDHOTEL.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-1.0,0.85,-0.85,False
INDHOTEL.NS,2026-04-23,Swing_10d,LOST,56,YELLOW_ALERT,-1.08,0.85,-0.918,False
POLYMED.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-1.8,0.85,-1.53,False
TATATECH.NS,2026-04-23,BTST_1d,LOST,56,YELLOW_ALERT,-0.9,0.85,-0.765,False
TATATECH.NS,2026-04-23,Swing_3d,LOST,56,YELLOW_ALERT,-1.1,0.85,-0.935,False
TATATECH.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-1.38,0.85,-1.173,False
TATATECH.NS,2026-04-23,Swing_10d,LOST,56,YELLOW_ALERT,-1.65,0.85,-1.4025,False
YESBANK.NS,2026-04-23,Swing_3d,LOST,56,YELLOW_ALERT,-0.7,0.85,-0.595,False
YESBANK.NS,2026-04-23,Swing_5d,LOST,56,YELLOW_ALERT,-0.5,0.85,-0.425,False
RECLTD.NS,2026-04-22,BTST_1d,EXPIRED_LOSS,59,YELLOW_ALERT,-1.33,0.85,-1.1305,False
METROBRAND.NS,2026-04-22,BTST_1d,EXPIRED_LOSS,59,YELLOW_ALERT,-0.26,0.85,-0.221,False
NTPC.NS,2026-04-22,BTST_1d,EXPIRED_LOSS,59,YELLOW_ALERT,-1.24,0.85,-1.054,False
CASTROLIND.NS,2026-04-22,Swing_3d,EXPIRED_WIN,59,YELLOW_ALERT,0.4,0.85,0.34,True
CGPOWER.NS,2026-04-22,BTST_1d,EXPIRED_WIN,59,YELLOW_ALERT,1.0,0.85,0.85,True
NATCOPHARM.NS,2026-04-22,BTST_1d,EXPIRED_WIN,59,YELLOW_ALERT,0.82,0.85,0.697,True
PIIND.NS,2026-04-22,Swing_3d,EXPIRED_WIN,59,YELLOW_ALERT,2.58,0.85,2.193,True
3MINDIA.NS,2026-04-22,BTST_1d,EXPIRED_WIN,59,YELLOW_ALERT,0.41,0.85,0.3485,True
ABB.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-2.9,0.85,-2.465,False
ADANIGREEN.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-1.8,0.85,-1.53,False
CHOLAFIN.NS,2026-04-22,Swing_3d,LOST,59,YELLOW_ALERT,-2.1,0.85,-1.785,False
LICI.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-1.47,0.85,-1.2495,False
RECLTD.NS,2026-04-22,Swing_3d,LOST,59,YELLOW_ALERT,-2.1,0.85,-1.785,False
RECLTD.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-3.0,0.85,-2.55,False
APLAPOLLO.NS,2026-04-22,BTST_1d,LOST,59,YELLOW_ALERT,-2.5,0.85,-2.125,False
CANFINHOME.NS,2026-04-22,Swing_3d,LOST,59,YELLOW_ALERT,-2.1,0.85,-1.785,False
CANFINHOME.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-3.0,0.85,-2.55,False
CGPOWER.NS,2026-04-22,Swing_3d,LOST,59,YELLOW_ALERT,-0.76,0.85,-0.646,False
CGPOWER.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-0.65,0.85,-0.5525,False
GRANULES.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-1.08,0.85,-0.918,False
HONAUT.NS,2026-04-22,Swing_3d,LOST,59,YELLOW_ALERT,-0.76,0.85,-0.646,False
WHIRLPOOL.NS,2026-04-22,Swing_3d,LOST,59,YELLOW_ALERT,-0.45,0.85,-0.3825,False
WHIRLPOOL.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-0.39,0.85,-0.3315,False
NTPC.NS,2026-04-22,Swing_3d,LOST,59,YELLOW_ALERT,-1.26,0.85,-1.071,False
NTPC.NS,2026-04-22,Swing_10d,LOST,59,YELLOW_ALERT,-1.08,0.85,-0.918,False
POWERGRID.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-0.78,0.85,-0.663,False
POWERGRID.NS,2026-04-22,Swing_10d,LOST,59,YELLOW_ALERT,-0.93,0.85,-0.7905,False
CHOLAFIN.NS,2026-04-22,Swing_10d,LOST,59,YELLOW_ALERT,-1.8,0.85,-1.53,False
INDIGO.NS,2026-04-22,Swing_3d,LOST,59,YELLOW_ALERT,-2.1,0.85,-1.785,False
INDIGO.NS,2026-04-22,Swing_10d,LOST,59,YELLOW_ALERT,-3.0,0.85,-2.55,False
RECLTD.NS,2026-04-22,Swing_10d,LOST,59,YELLOW_ALERT,-3.0,0.85,-2.55,False
PAGEIND.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-1.43,0.85,-1.2155,False
ZEEL.NS,2026-04-22,Swing_5d,LOST,59,YELLOW_ALERT,-1.08,0.85,-0.918,False
TATACOMM.NS,2026-04-22,BTST_1d,WON,59,YELLOW_ALERT,3.75,0.85,3.1875,True
TATACOMM.NS,2026-04-22,Swing_3d,WON,59,YELLOW_ALERT,6.3,0.85,5.355,True
DRREDDY.NS,2026-04-22,BTST_1d,WON,59,YELLOW_ALERT,3.75,0.85,3.1875,True
DRREDDY.NS,2026-04-22,Swing_3d,WON,59,YELLOW_ALERT,5.77,0.85,4.9045,True
DRREDDY.NS,2026-04-22,Swing_5d,WON,59,YELLOW_ALERT,8.02,0.85,6.817,True
STARHEALTH.NS,2026-04-21,BTST_1d,EXPIRED_LOSS,62,YELLOW_ALERT,-1.12,0.85,-0.952,False
TATASTEEL.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,0.6,0.85,0.51,True
INDUSINDBK.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,0.45,0.85,0.3825,True
CANBK.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,1.05,0.85,0.8925,True
ATUL.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,0.11,0.85,0.0935,True
BHARATFORG.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,0.62,0.85,0.527,True
FEDERALBNK.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,0.54,0.85,0.459,True
GLAXO.NS,2026-04-21,Swing_3d,EXPIRED_WIN,62,YELLOW_ALERT,2.8,0.85,2.38,True
GUJGASLTD.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,0.27,0.85,0.2295,True
GUJGASLTD.NS,2026-04-21,Swing_3d,EXPIRED_WIN,62,YELLOW_ALERT,2.01,0.85,1.7085,True
GUJGASLTD.NS,2026-04-21,Swing_5d,EXPIRED_WIN,62,YELLOW_ALERT,3.8,0.85,3.23,True
MAZDOCK.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,1.17,0.85,0.9945,True
TATACOMM.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,0.1,0.85,0.085,True
UNITDSPR.NS,2026-04-21,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,1.81,0.85,1.5385,True
HDFCBANK.NS,2026-04-21,BTST_1d,LOST,62,YELLOW_ALERT,-0.9,0.85,-0.765,False
ICICIBANK.NS,2026-04-21,Swing_3d,LOST,62,YELLOW_ALERT,-1.26,0.85,-1.071,False
MARUTI.NS,2026-04-21,Swing_5d,LOST,62,YELLOW_ALERT,-1.8,0.85,-1.53,False
TATASTEEL.NS,2026-04-21,Swing_5d,LOST,62,YELLOW_ALERT,-0.82,0.85,-0.697,False
BHARATFORG.NS,2026-04-21,Swing_3d,LOST,62,YELLOW_ALERT,-2.1,0.85,-1.785,False
BHARATFORG.NS,2026-04-21,Swing_5d,LOST,62,YELLOW_ALERT,-3.0,0.85,-2.55,False
BHARATFORG.NS,2026-04-21,Swing_10d,LOST,62,YELLOW_ALERT,-3.0,0.85,-2.55,False
FEDERALBNK.NS,2026-04-21,Swing_5d,LOST,62,YELLOW_ALERT,-1.01,0.85,-0.8585,False
GUJGASLTD.NS,2026-04-21,Swing_10d,LOST,62,YELLOW_ALERT,-0.39,0.85,-0.3315,False
INDHOTEL.NS,2026-04-21,Swing_3d,LOST,62,YELLOW_ALERT,-0.76,0.85,-0.646,False
INDHOTEL.NS,2026-04-21,Swing_5d,LOST,62,YELLOW_ALERT,-1.08,0.85,-0.918,False
INDHOTEL.NS,2026-04-21,Swing_10d,LOST,62,YELLOW_ALERT,-1.08,0.85,-0.918,False
MPHASIS.NS,2026-04-21,Swing_3d,LOST,62,YELLOW_ALERT,-2.1,0.85,-1.785,False
NATCOPHARM.NS,2026-04-21,BTST_1d,LOST,62,YELLOW_ALERT,-2.5,0.85,-2.125,False
NATCOPHARM.NS,2026-04-21,Swing_5d,LOST,62,YELLOW_ALERT,-1.8,0.85,-1.53,False
NATCOPHARM.NS,2026-04-21,Swing_10d,LOST,62,YELLOW_ALERT,-1.8,0.85,-1.53,False
RAJESHEXPO.NS,2026-04-21,BTST_1d,LOST,62,YELLOW_ALERT,-2.5,0.85,-2.125,False
RAJESHEXPO.NS,2026-04-21,Swing_3d,LOST,62,YELLOW_ALERT,-3.5,0.85,-2.975,False
STARHEALTH.NS,2026-04-21,Swing_3d,LOST,62,YELLOW_ALERT,-1.26,0.85,-1.071,False
STARHEALTH.NS,2026-04-21,Swing_5d,LOST,62,YELLOW_ALERT,-1.8,0.85,-1.53,False
STARHEALTH.NS,2026-04-21,Swing_10d,LOST,62,YELLOW_ALERT,-1.8,0.85,-1.53,False
NAM-INDIA.NS,2026-04-21,Swing_3d,LOST,62,YELLOW_ALERT,-0.76,0.85,-0.646,False
NAM-INDIA.NS,2026-04-21,Swing_10d,LOST,62,YELLOW_ALERT,-1.08,0.85,-0.918,False
RAJESHEXPO.NS,2026-04-21,Swing_10d,WON,62,YELLOW_ALERT,10.0,0.85,8.5,True
TATACOMM.NS,2026-04-21,Swing_3d,WON,62,YELLOW_ALERT,6.3,0.85,5.355,True
SUNPHARMA.NS,2026-04-20,BTST_1d,EXPIRED_LOSS,64,YELLOW_ALERT,-0.08,0.85,-0.068,False
KALYANKJIL.NS,2026-04-20,BTST_1d,EXPIRED_LOSS,64,YELLOW_ALERT,-0.55,0.85,-0.4675,False
SUNPHARMA.NS,2026-04-20,Swing_3d,EXPIRED_WIN,64,YELLOW_ALERT,1.27,0.85,1.0795,True
BANKINDIA.NS,2026-04-20,BTST_1d,EXPIRED_WIN,64,YELLOW_ALERT,1.35,0.85,1.1475,True
BANKINDIA.NS,2026-04-20,Swing_3d,EXPIRED_WIN,64,YELLOW_ALERT,2.43,0.85,2.0655,True
BHEL.NS,2026-04-20,BTST_1d,EXPIRED_WIN,64,YELLOW_ALERT,0.32,0.85,0.272,True
BHEL.NS,2026-04-20,Swing_3d,EXPIRED_WIN,64,YELLOW_ALERT,1.21,0.85,1.0285,True
GODREJPROP.NS,2026-04-20,Swing_3d,EXPIRED_WIN,64,YELLOW_ALERT,3.49,0.85,2.9665,True
GODREJPROP.NS,2026-04-20,Swing_5d,EXPIRED_WIN,64,YELLOW_ALERT,4.04,0.85,3.434,True
NAVINFLUOR.NS,2026-04-20,BTST_1d,EXPIRED_WIN,64,YELLOW_ALERT,0.56,0.85,0.476,True
RBLBANK.NS,2026-04-20,BTST_1d,EXPIRED_WIN,64,YELLOW_ALERT,1.52,0.85,1.292,True
SUNPHARMA.NS,2026-04-20,Swing_10d,LOST,64,YELLOW_ALERT,-1.08,0.85,-0.918,False
BANKINDIA.NS,2026-04-20,Swing_5d,LOST,64,YELLOW_ALERT,-0.03,0.85,-0.0255,False
BHEL.NS,2026-04-20,Swing_5d,LOST,64,YELLOW_ALERT,-1.8,0.85,-1.53,False
BHEL.NS,2026-04-20,Swing_10d,LOST,64,YELLOW_ALERT,-1.8,0.85,-1.53,False
KALYANKJIL.NS,2026-04-20,Swing_3d,LOST,64,YELLOW_ALERT,-1.26,0.85,-1.071,False
KALYANKJIL.NS,2026-04-20,Swing_10d,LOST,64,YELLOW_ALERT,-1.8,0.85,-1.53,False
MFSL.NS,2026-04-20,Swing_3d,LOST,64,YELLOW_ALERT,-1.26,0.85,-1.071,False
MFSL.NS,2026-04-20,Swing_10d,LOST,64,YELLOW_ALERT,-1.08,0.85,-0.918,False
RAIN.NS,2026-04-20,Swing_3d,LOST,64,YELLOW_ALERT,-2.1,0.85,-1.785,False
RAIN.NS,2026-04-20,Swing_5d,LOST,64,YELLOW_ALERT,-3.0,0.85,-2.55,False
RAIN.NS,2026-04-20,Swing_10d,LOST,64,YELLOW_ALERT,-3.0,0.85,-2.55,False
RBLBANK.NS,2026-04-20,Swing_5d,LOST,64,YELLOW_ALERT,-1.73,0.85,-1.4705,False
GODREJPROP.NS,2026-04-20,BTST_1d,WON,64,YELLOW_ALERT,3.75,0.85,3.1875,True
GODREJPROP.NS,2026-04-20,Swing_10d,WON,64,YELLOW_ALERT,10.0,0.85,8.5,True
TATACONSUM.NS,2026-04-16,Swing_3d,EXPIRED_WIN,33,GREEN,2.76,1.0,2.76,True
BEL.NS,2026-04-16,BTST_1d,EXPIRED_WIN,33,GREEN,1.25,1.0,1.25,True
BEL.NS,2026-04-16,Swing_3d,EXPIRED_WIN,33,GREEN,0.22,1.0,0.22,True
RECLTD.NS,2026-04-16,BTST_1d,EXPIRED_WIN,33,GREEN,0.85,1.0,0.85,True
RECLTD.NS,2026-04-16,Swing_3d,EXPIRED_WIN,33,GREEN,4.4,1.0,4.4,True
RECLTD.NS,2026-04-16,Swing_5d,EXPIRED_WIN,33,GREEN,3.86,1.0,3.86,True
TATACONSUM.NS,2026-04-16,Swing_10d,LOST,33,GREEN,-0.36,1.0,-0.36,False
BEL.NS,2026-04-16,Swing_5d,LOST,33,GREEN,-1.08,1.0,-1.08,False
RAJESHEXPO.NS,2026-04-16,BTST_1d,LOST,33,GREEN,-2.5,1.0,-2.5,False
RAJESHEXPO.NS,2026-04-16,Swing_3d,LOST,33,GREEN,-2.1,1.0,-2.1,False
RAJESHEXPO.NS,2026-04-16,Swing_5d,LOST,33,GREEN,-3.0,1.0,-3.0,False
RAJESHEXPO.NS,2026-04-16,Swing_10d,LOST,33,GREEN,-3.0,1.0,-3.0,False
JKCEMENT.NS,2026-04-16,Swing_3d,WON,33,GREEN,6.3,1.0,6.3,True
JKCEMENT.NS,2026-04-16,Swing_10d,WON,33,GREEN,10.0,1.0,10.0,True
SUMICHEM.NS,2026-04-13,Swing_3d,EXPIRED_WIN,25,GREEN,2.58,1.0,2.58,True
SUMICHEM.NS,2026-04-13,Swing_5d,EXPIRED_WIN,25,GREEN,4.58,1.0,4.58,True
SUMICHEM.NS,2026-04-13,Swing_10d,EXPIRED_WIN,25,GREEN,4.45,1.0,4.45,True
UBL.NS,2026-04-13,BTST_1d,EXPIRED_WIN,25,GREEN,1.02,1.0,1.02,True
VEDL.NS,2026-04-13,Swing_5d,EXPIRED_WIN,25,GREEN,3.57,1.0,3.57,True
IPCALAB.NS,2026-04-13,Swing_5d,LOST,25,GREEN,-0.65,1.0,-0.65,False
UBL.NS,2026-04-13,Swing_3d,LOST,25,GREEN,-0.45,1.0,-0.45,False
UBL.NS,2026-04-13,Swing_5d,LOST,25,GREEN,-0.39,1.0,-0.39,False
UBL.NS,2026-04-13,Swing_10d,LOST,25,GREEN,-0.39,1.0,-0.39,False
IRFC.NS,2026-04-10,Swing_5d,LOST,69,YELLOW_ALERT,-3.0,0.85,-2.55,False
DEVYANI.NS,2026-03-30,BTST_1d,EXPIRED_LOSS,62,YELLOW_ALERT,-0.46,0.85,-0.391,False
GILLETTE.NS,2026-03-30,BTST_1d,EXPIRED_LOSS,62,YELLOW_ALERT,-0.09,0.85,-0.0765,False
TRIDENT.NS,2026-03-30,BTST_1d,EXPIRED_LOSS,62,YELLOW_ALERT,-0.79,0.85,-0.6715,False
OBEROIRLTY.NS,2026-03-30,BTST_1d,EXPIRED_WIN,62,YELLOW_ALERT,0.12,0.85,0.102,True
GILLETTE.NS,2026-03-30,Swing_3d,EXPIRED_WIN,62,YELLOW_ALERT,3.13,0.85,2.6605,True
ZEEL.NS,2026-03-30,Swing_5d,EXPIRED_WIN,62,YELLOW_ALERT,6.71,0.85,5.7035,True
LICI.NS,2026-03-30,Swing_5d,LOST,62,YELLOW_ALERT,-0.37,0.85,-0.3145,False
BALKRISIND.NS,2026-03-30,Swing_3d,LOST,62,YELLOW_ALERT,-0.76,0.85,-0.646,False
UNITDSPR.NS,2026-03-30,Swing_3d,LOST,62,YELLOW_ALERT,-0.76,0.85,-0.646,False
VOLTAS.NS,2026-03-30,Swing_5d,LOST,62,YELLOW_ALERT,-1.08,0.85,-0.918,False
ZYDUSLIFE.NS,2026-03-30,Swing_5d,LOST,62,YELLOW_ALERT,-0.87,0.85,-0.7395,False
OBEROIRLTY.NS,2026-03-30,Swing_3d,WON,62,YELLOW_ALERT,6.3,0.85,5.355,True
OBEROIRLTY.NS,2026-03-30,Swing_5d,WON,62,YELLOW_ALERT,10.0,0.85,8.5,True
ANGELONE.NS,2026-03-30,Swing_5d,WON,62,YELLOW_ALERT,10.0,0.85,8.5,True
TATATECH.NS,2026-03-30,Swing_5d,WON,62,YELLOW_ALERT,10.0,0.85,8.5,True
TRIDENT.NS,2026-03-30,Swing_3d,WON,62,YELLOW_ALERT,6.3,0.85,5.355,True
SUNPHARMA.NS,2026-03-24,BTST_1d,EXPIRED_WIN,37,GREEN,2.36,1.0,2.36,True
ADANIENT.NS,2026-03-24,Swing_3d,EXPIRED_WIN,37,GREEN,1.86,1.0,1.86,True
KIMS.NS,2026-03-24,BTST_1d,EXPIRED_WIN,37,GREEN,1.07,1.0,1.07,True
KIMS.NS,2026-03-24,Swing_3d,EXPIRED_WIN,37,GREEN,0.94,1.0,0.94,True
ADANIENT.NS,2026-03-24,BTST_1d,WON,37,GREEN,3.75,1.0,3.75,True
